0.000000	0.084833	AY
0.084833	0.122780	D
0.122780	0.242438	S
0.242438	0.296545	EY
0.296545	0.372502	IH
0.372502	0.453661	T
0.453661	0.494241	S
0.494241	0.639912	AH
0.639912	0.756449	D
0.756449	0.829285	IY
0.848333	0.876107	P
0.885472	1.018000	L
1.018000	1.102833	IY
1.102833	1.187666	AE
1.187666	1.272499	B
1.272499	1.357333	S
1.357333	1.442166	T
1.442166	1.526999	R
1.526999	1.611832	AE
1.611833	1.696666	K
1.696666	1.781499	T
1.781499	1.866332	IH
1.866333	1.951166	M
1.951166	2.035999	AH
2.035999	2.120832	JH
2.120832	2.205666	IH
2.205666	2.290499	T
2.290499	2.375332	R
2.375332	2.460166	AH
2.460166	2.544999	N
2.544999	2.629832	Z
2.629832	2.714665	K
2.714665	2.799499	AW
2.799499	2.884332	N
2.884332	2.969165	T
2.969165	3.053999	ER
3.053998	3.138832	T
3.138832	3.223665	UW
3.223665	3.308499	K
3.308498	3.393332	ER
3.393332	3.478165	AH
3.478165	3.562999	N
3.562998	3.647832	T
3.647832	3.732665	B
3.732665	3.817498	ER
3.817498	3.902332	OW
3.902332	3.987165	K
3.987165	4.071998	S
4.071998	4.156831	T
4.156831	4.241664	AY
4.241665	4.326498	L
4.326498	4.411331	AH
4.411331	4.496164	V
4.496165	4.580998	P
4.580998	4.665831	EY
4.665831	4.750664	N
4.750665	4.835498	T
4.835498	4.920331	IH
4.920331	5.005164	NG
5.005164	5.089997	AH
5.089998	5.174831	N
5.174831	5.259664	D
5.259664	5.344497	R
5.344498	5.429331	IH
5.429331	5.514164	L
5.514164	5.598997	IY
5.598998	5.683831	CH
5.683831	5.768664	AE
5.768664	5.853497	L
5.853498	5.938331	AH
5.938331	6.023164	N
6.023164	6.107997	JH
6.107997	6.192830	IH
6.192831	6.277664	Z
6.277664	6.362497	DH
6.362497	6.447330	AH
6.447330	6.532164	M
6.532164	6.616997	IH
6.616997	6.701830	S
6.701830	6.786664	K
6.786664	6.871497	AH
6.871497	6.956330	N
6.956330	7.041163	S
7.041163	7.125997	EH
7.125997	7.210830	P
7.210830	7.295663	SH
7.295663	7.380497	AH
7.380497	7.465330	N
7.465330	7.550163	Z
7.550163	7.634996	AH
7.634996	7.719830	V
7.719830	7.804663	B
7.804663	7.889496	IY
7.889496	7.974329	IH
7.974329	8.059163	NG
8.059163	8.143996	AH
8.143996	8.228829	P
8.228829	8.313663	AY
8.313663	8.398496	R
8.398496	8.483329	AH
8.483330	8.568163	T
